fipscode,state,county,year,v001_rawvalue,v009_rawvalue,v011_rawvalue,v036_rawvalue,v042_rawvalue,v049_rawvalue,v060_rawvalue,v070_rawvalue,v139_rawvalue,v143_rawvalue,county_ranked
1001,AL,Autauga County,2018,9409.294766,0.191246585,0.364,4.200577983,4.306739284,0.168780151,0.124,0.309,0.139,0.359054061,1
1003,AL,Baldwin County,2018,7467.596664,0.167954852,0.293,4.098747769,4.249648781,0.167149687,0.111,0.245,0.13,0.333058681,1
1005,AL,Barbour County,2018,8929.474982,0.215408776,0.442,5.067438304,4.634994147,0.126987154,0.182,0.306,0.234,0.385631671,1
1007,AL,Bibb County,2018,11741.93889,0.199164042,0.384,4.363377278,4.315710019,0.159251508,0.146,0.375,0.161,0.381488654,1
1009,AL,Blount County,2018,9359.122343,0.196521582,0.358,4.512752648,4.701599259,0.153787219,0.144,0.29,0.113,0.359450104,1
1011,AL,Bullock County,2018,12343.05287,0.234782912,0.402,5.22661939,4.791918477,0.128963173,0.195,0.298,0.244,0.450206359,1
1013,AL,Butler County,2018,12779.30485,0.221976555,0.36,5.117432617,5.134573082,0.130428113,0.175,0.339,0.22,0.419110839,1
1015,AL,Calhoun County,2018,11527.7812,0.204622318,0.361,4.290448066,4.476572166,0.15431677,0.163,0.325,0.174,0.41314344,1
1017,AL,Chambers County,2018,10350.04758,0.220403696,0.38,5.037044668,4.93264621,0.135284509,0.16,0.326,0.203,0.372665748,1
1019,AL,Cherokee County,2018,11683.17111,0.191448526,0.355,4.277917079,4.681252945,0.152327307,0.129,0.359,0.139,0.353550708,1
1021,AL,Chilton County,2018,11099.68353,0.19673275,0.36,4.736277114,4.625572407,0.150643127,0.141,0.298,0.135,0.351745693,1
1023,AL,Choctaw County,2018,11558.65447,0.190620596,0.395,4.738148772,4.756276958,0.130252404,0.166,0.331,0.212,0.382911743,1
1025,AL,Clarke County,2018,9133.840426,0.209333227,0.384,5.034122472,4.803871485,0.133536953,0.168,0.294,0.247,0.408447797,1
1027,AL,Clay County,2018,10235.92252,0.191394044,0.381,4.472032396,4.586048237,0.148191337,0.144,0.316,0.15,0.385405249,1
1029,AL,Cleburne County,2018,11380.4833,0.197105118,0.346,4.350971986,4.623916344,0.159700472,0.127,0.322,0.135,0.335047847,1
1031,AL,Coffee County,2018,7295.411499,0.182012209,0.342,4.548244453,4.606066663,0.155284197,0.155,0.298,0.151,0.373047319,1
1033,AL,Colbert County,2018,10566.51333,0.183711465,0.346,4.33704826,4.491632202,0.158227726,0.174,0.309,0.166,0.36950783,1
1035,AL,Conecuh County,2018,12051.45211,0.234799972,0.382,5.570187931,5.280280409,0.114525511,0.182,0.31,0.244,0.42320373,1
1037,AL,Coosa County,2018,9704.480849,0.205045703,0.401,4.824660434,4.707157119,0.13531704,0.156,0.296,0.177,0.36809372,1
1039,AL,Covington County,2018,10307.0633,0.209398108,0.338,4.769999561,4.797046713,0.154018905,0.141,0.309,0.163,0.359124488,1
1041,AL,Crenshaw County,2018,9452.323779,0.199771366,0.396,4.589517957,4.664164618,0.144356462,0.151,0.299,0.167,0.375518614,1
1043,AL,Cullman County,2018,10054.25279,0.203406049,0.346,4.496509287,4.750576614,0.158956495,0.163,0.293,0.129,0.353742665,1
1045,AL,Dale County,2018,7910.29161,0.186121847,0.365,4.716841145,4.441554918,0.143945089,0.143,0.288,0.168,0.408458477,1
1047,AL,Dallas County,2018,12998.98457,0.221968346,0.424,5.139038564,5.075556949,0.120164766,0.175,0.298,0.298,0.423243532,1
1049,AL,DeKalb County,2018,9760.520702,0.223633532,0.305,4.54743569,4.650328658,0.148939633,0.122,0.32,0.117,0.358159216,1
1051,AL,Elmore County,2018,8817.977538,0.186610509,0.365,4.227616682,4.407985912,0.165722236,0.132,0.296,0.142,0.384243262,1
1053,AL,Escambia County,2018,10773.23,0.208680775,0.386,4.850478435,4.695159577,0.131466349,0.187,0.32,0.201,0.397483296,1
1055,AL,Etowah County,2018,11419.0149,0.231303586,0.368,4.982018509,4.909352036,0.138046706,0.155,0.342,0.159,0.408355939,1
1057,AL,Fayette County,2018,10281.84983,0.200330002,0.356,4.57422857,4.622769215,0.149091341,0.144,0.366,0.161,0.38915262,1
1059,AL,Franklin County,2018,11639.52447,0.208874823,0.332,4.742667937,4.854164447,0.149535981,0.136,0.377,0.135,0.384206678,1
1061,AL,Geneva County,2018,9969.70114,0.22304881,0.366,4.921944506,4.909681346,0.146565498,0.158,0.293,0.155,0.369211458,1
1063,AL,Greene County,2018,14001.42852,0.2442496,0.423,5.644848957,5.255158616,0.099536822,0.211,0.315,0.318,0.452354527,1
1065,AL,Hale County,2018,10560.72174,0.220626342,0.414,5.189538519,4.982512752,0.129096037,0.171,0.335,0.236,0.417954361,1
1067,AL,Henry County,2018,7766.294558,0.196666286,0.378,4.642782789,4.544628076,0.136764088,0.189,0.31,0.162,0.381146187,1
1069,AL,Houston County,2018,8719.678068,0.215092013,0.333,4.760683454,4.420156546,0.156056708,0.136,0.293,0.176,0.37046312,1
1071,AL,Jackson County,2018,11391.85656,0.223137428,0.369,4.579478572,4.788288001,0.151252171,0.142,0.316,0.143,0.38042658,1
1073,AL,Jefferson County,2018,10474.21136,0.184078756,0.332,4.009718001,4.282153636,0.161319924,0.129,0.284,0.194,0.363451326,1
1075,AL,Lamar County,2018,9712.564143,0.206862479,0.338,4.880416147,4.96969163,0.139019266,0.146,0.339,0.169,0.378765469,1
1077,AL,Lauderdale County,2018,8671.725737,0.187498387,0.348,4.292568461,4.542209387,0.146755257,0.141,0.305,0.156,0.35058161,1
1079,AL,Lawrence County,2018,10953.17031,0.211006472,0.336,4.644699353,4.74040373,0.154008173,0.14,0.368,0.154,0.387189483,1
1081,AL,Lee County,2018,7981.56443,0.187357333,0.298,4.186244494,4.403108973,0.184110563,0.101,0.246,0.184,0.365670481,1
1083,AL,Limestone County,2018,7437.426097,0.187826467,0.336,4.043275324,4.347254026,0.156943809,0.123,0.304,0.129,0.373947836,1
1085,AL,Lowndes County,2018,14443.61926,0.223574049,0.462,5.359850386,5.121477359,0.107588401,0.203,0.306,0.283,0.427386312,1
1087,AL,Macon County,2018,13908.72913,0.217897312,0.478,5.169402174,4.851559013,0.11820092,0.198,0.324,0.273,0.45893168,1
1089,AL,Madison County,2018,7545.673711,0.164211079,0.328,3.775368643,4.035996713,0.155919332,0.123,0.227,0.151,0.361536216,1
1091,AL,Marengo County,2018,11659.80851,0.214332596,0.394,5.151575309,4.826014137,0.116080913,0.187,0.336,0.229,0.392606839,1
1093,AL,Marion County,2018,10659.26136,0.208183246,0.349,4.594114275,4.768314047,0.138242026,0.176,0.334,0.15,0.375376533,1
1095,AL,Marshall County,2018,10600.96991,0.215996544,0.337,4.710150496,4.98102738,0.145717183,0.13,0.306,0.124,0.357120973,1
1097,AL,Mobile County,2018,10126.85817,0.189131987,0.358,4.630299539,4.425381259,0.164616633,0.147,0.298,0.192,0.372914124,1
1099,AL,Monroe County,2018,11540.12813,0.219141458,0.392,5.072571466,4.790526083,0.121205873,0.162,0.323,0.25,0.380533337,1
1101,AL,Montgomery County,2018,10049.49834,0.196064644,0.368,4.255411814,4.320048026,0.158958158,0.132,0.262,0.226,0.371189125,1
1103,AL,Morgan County,2018,8845.547768,0.200715859,0.315,4.648270769,4.457800085,0.146660517,0.13,0.291,0.137,0.375168058,1
1105,AL,Perry County,2018,13552.69847,0.232708935,0.441,5.764698612,5.343085588,0.117630645,0.209,0.347,0.29,0.440162448,1
1107,AL,Pickens County,2018,10691.86194,0.214232526,0.354,4.982521897,4.754649783,0.138362951,0.159,0.291,0.212,0.402409001,1
1109,AL,Pike County,2018,9611.96139,0.222282097,0.417,4.919464155,4.868311013,0.160278005,0.134,0.273,0.223,0.390966805,1
1111,AL,Randolph County,2018,12086.55973,0.197493725,0.339,4.61844197,4.741387228,0.142618201,0.156,0.299,0.167,0.363538585,1
1113,AL,Russell County,2018,9186.836346,0.217786083,0.407,4.677256645,4.688231791,0.146612736,0.126,0.308,0.204,0.412469799,1
1115,AL,St. Clair County,2018,9818.209625,0.196323482,0.363,3.870744344,4.114243946,0.156793757,0.138,0.3,0.129,0.366307688,1
1117,AL,Shelby County,2018,6226.679325,0.168748521,0.292,3.678102334,3.863553324,0.187744943,0.094,0.243,0.1,0.367031001,1
1119,AL,Sumter County,2018,15395.65995,0.23008035,0.403,5.696807257,5.231037687,0.11485544,0.204,0.308,0.302,0.432766596,1
1121,AL,Talladega County,2018,11817.47237,0.214248488,0.406,4.832574374,4.793194528,0.130992577,0.163,0.336,0.192,0.42181568,1
1123,AL,Tallapoosa County,2018,9790.656401,0.209204835,0.367,4.889383649,5.055099467,0.144198336,0.148,0.333,0.181,0.411943925,1
1125,AL,Tuscaloosa County,2018,8442.771897,0.200836768,0.334,4.456268853,4.690700329,0.188354907,0.126,0.275,0.179,0.379046633,1
1127,AL,Walker County,2018,14934.3414,0.197902719,0.362,4.699271592,4.895751964,0.137552638,0.16,0.331,0.16,0.394767241,1
1129,AL,Washington County,2018,11894.65061,0.207355571,0.403,4.685253455,4.827619706,0.146188119,0.178,0.321,0.173,0.387559002,1
1131,AL,Wilcox County,2018,18334.68819,0.242549342,0.426,5.65747973,5.181122621,0.109771414,0.2,0.341,0.322,0.432882812,1
1133,AL,Winston County,2018,10656.16897,0.227808315,0.347,4.943430163,4.942185917,0.147012187,0.133,0.306,0.151,0.364910034,1
2016,AK,Aleutians West Censu,2018,4950.072971,0.15346801,0.407,2.966866603,2.569843973,0.193904847,0.076,0.252,0.138,0.344210498,1
2020,AK,Anchorage Borough,2018,7477.674903,0.149284561,0.278,3.44365686,3.130304719,0.193316835,0.071,0.174,0.123,0.297392699,1
2050,AK,Bethel Census Area,2018,12528.58495,0.333823142,0.294,5.684245313,4.857295837,0.190174737,0.065,0.276,0.216,0.351753882,1
2060,AK,Bristol Bay Borough,2018,22053.92188,0.20041734,0.391,3.745194312,3.511146708,0.224492561,0.09,0.246,0.142,0.313914552,1
2068,AK,Denali Borough,2018,7906.362967,0.176144217,0.264,3.232784728,2.959422682,0.22715164,0.062,0.164,0.139,0.299990922,1
2070,AK,Dillingham Census Ar,2018,14182.19277,0.316179308,0.405,5.040534155,4.486705075,0.200904105,0.09,0.229,0.177,0.349436369,1
2090,AK,Fairbanks North Star,2018,6714.15824,0.184474925,0.289,3.508140692,2.963951082,0.234796719,0.056,0.185,0.129,0.302084883,1
2100,AK,Haines Borough,2018,3863.885935,0.170535122,0.248,3.406543062,3.242018062,0.203407133,0.087,0.192,0.14,0.295100177,1
2105,AK,Hoonah-Angoon Census,2018,4038.190713,0.215968541,0.321,4.10577138,3.776845362,0.183931276,0.084,0.224,0.191,0.308426207,1
2110,AK,Juneau Borough,2018,6443.884886,0.18040838,0.288,3.186228676,3.155554067,0.219984463,0.06,0.15,0.11,0.311811387,1
2122,AK,Kenai Peninsula Boro,2018,7549.000142,0.191709275,0.286,3.813938604,3.442669075,0.212907838,0.072,0.207,0.133,0.303184298,1
2130,AK,Ketchikan Gateway Bo,2018,6514.578964,0.200776867,0.345,3.517277486,3.30679399,0.214922845,0.094,0.214,0.145,0.318239298,1
2150,AK,Kodiak Island Boroug,2018,6663.045499,0.164854967,0.296,3.135033575,2.852057431,0.212943191,0.069,0.204,0.122,0.293423829,1
2158,AK,Kusilvak Census Area,2018,30717.36282,0.42754056,0.275,7.230990498,5.880395998,0.186349532,0.054,0.282,0.271,0.376322508,1
2164,AK,Lake and Peninsula B,2018,11282.31417,0.320813231,0.318,5.248305862,4.574549022,0.20055093,0.072,0.241,0.186,0.343895313,1
2170,AK,Matanuska-Susitna Bo,2018,7012.871245,0.187007573,0.311,3.777675609,3.588179039,0.224158515,0.079,0.206,0.127,0.345383063,1
2180,AK,Nome Census Area,2018,11383.09356,0.358155309,0.335,5.606600297,4.750987547,0.20325005,0.07,0.263,0.215,0.356021542,1
2185,AK,North Slope Borough,2018,9430.776603,0.258102824,0.369,4.106429671,3.575344268,0.236877426,0.07,0.288,0.14,0.335620335,1
2188,AK,Northwest Arctic Bor,2018,11990.75707,0.332832645,0.357,5.51575569,4.745658976,0.215317306,0.074,0.257,0.224,0.352041142,1
2195,AK,Petersburg Census Ar,2018,4784.703366,0.173440868,0.312,3.375765532,3.109690091,0.209134744,0.072,0.224,0.136,0.280942693,1
2198,AK,Prince of Wales-Hyde,2018,5953.222263,0.233592385,0.344,4.449668766,3.968684662,0.201705887,0.085,0.264,0.172,0.330783493,1
2220,AK,Sitka Borough,2018,4676.7622,0.177000267,0.284,3.416354987,3.147487262,0.22120698,0.071,0.177,0.122,0.300737992,1
2240,AK,Southeast Fairbanks,2018,7295.959516,0.186902821,0.326,3.56537915,3.219130908,0.20952268,0.082,0.201,0.16,0.281269581,1
2261,AK,Valdez-Cordova Censu,2018,7445.12734,0.186907889,0.309,3.344520668,3.146076974,0.215249999,0.081,0.203,0.136,0.297949753,1
2290,AK,Yukon-Koyukuk Census,2018,16359.87347,0.313588549,0.303,5.211278869,4.615106229,0.191836639,0.091,0.27,0.224,0.345312262,1
4001,AZ,Apache County,2018,15318.68915,0.215527757,0.337,5.598909347,5.499618142,0.118938557,0.143,0.238,0.266,0.349403789,1
4003,AZ,Cochise County,2018,7353.007015,0.159397886,0.266,4.123649228,3.973075941,0.160204045,0.101,0.215,0.15,0.309336886,1
4005,AZ,Coconino County,2018,7528.277248,0.163593803,0.228,4.200014953,4.54292159,0.198629923,0.075,0.162,0.199,0.306331032,1
4007,AZ,Gila County,2018,12809.02894,0.181426196,0.275,5.090789447,4.847280495,0.145246072,0.108,0.254,0.185,0.324238187,1
4009,AZ,Graham County,2018,7328.48231,0.179142065,0.319,4.430767245,4.043639781,0.174289151,0.107,0.263,0.158,0.292976351,1
4011,AZ,Greenlee County,2018,7339.314553,0.153038908,0.295,4.084283865,3.775663392,0.176024406,0.106,0.214,0.133,0.340436556,1
4012,AZ,La Paz County,2018,13045.84454,0.154975122,0.281,4.672051473,4.399593906,0.124728908,0.149,0.288,0.16,0.315359895,1
4013,AZ,Maricopa County,2018,6146.527531,0.13749257,0.263,3.591271194,3.669519586,0.18537748,0.09,0.19,0.15,0.342679423,1
4015,AZ,Mohave County,2018,10556.51866,0.200277905,0.304,4.895224749,4.508380246,0.155120737,0.126,0.301,0.191,0.332375514,1
4017,AZ,Navajo County,2018,11950.11462,0.214991941,0.314,5.764493889,5.073112617,0.151378489,0.131,0.259,0.23,0.354178435,1
4019,AZ,Pima County,2018,7228.819803,0.138935132,0.249,3.869308186,3.853326337,0.169705125,0.086,0.181,0.146,0.309099348,1
4021,AZ,Pinal County,2018,6651.854176,0.150965481,0.326,4.509991859,3.977832334,0.157368349,0.12,0.252,0.147,0.354907908,1
4023,AZ,Santa Cruz County,2018,4416.921831,0.156046841,0.237,4.645654886,3.928240888,0.138458544,0.09,0.19,0.086,0.314325249,1
4025,AZ,Yavapai County,2018,8546.432034,0.15252794,0.233,3.655576904,3.765856473,0.16481734,0.104,0.219,0.168,0.298941879,1
4027,AZ,Yuma County,2018,6076.854221,0.148958716,0.31,4.875195902,4.033835749,0.154824041,0.129,0.282,0.175,0.297741223,1
5001,AR,Arkansas County,2018,11173.24101,0.194659211,0.319,4.714443704,4.934615722,0.129771192,0.129,0.362,0.198,0.361572473,1
5003,AR,Ashley County,2018,10110.74749,0.201146113,0.421,4.791386597,4.81335011,0.132451916,0.151,0.408,0.205,0.332703794,1
5005,AR,Baxter County,2018,9680.263589,0.179587897,0.341,4.677697163,5.074267053,0.129205512,0.164,0.35,0.158,0.317408317,1
5007,AR,Benton County,2018,6236.763804,0.175768409,0.308,4.434446509,4.387170672,0.173296792,0.091,0.264,0.119,0.303024855,1
5009,AR,Boone County,2018,8983.007071,0.196030101,0.378,4.575564121,4.573298846,0.15568717,0.14,0.342,0.162,0.296491162,1
5011,AR,Bradley County,2018,12735.56603,0.225558945,0.417,5.299967602,5.242663985,0.122687044,0.138,0.376,0.209,0.380255983,1
5013,AR,Calhoun County,2018,9471.59657,0.214973161,0.365,5.007795996,4.975184463,0.135252638,0.146,0.337,0.181,0.356352533,1
5015,AR,Carroll County,2018,9037.092244,0.186825471,0.34,4.827036113,4.774954582,0.131624649,0.138,0.334,0.135,0.343268178,1
5017,AR,Chicot County,2018,11534.15776,0.229751992,0.434,5.390814661,4.997609086,0.113865327,0.15,0.335,0.279,0.374838753,1
5019,AR,Clark County,2018,8731.658039,0.205630671,0.342,4.942700579,4.998257176,0.147155804,0.111,0.354,0.212,0.332360069,1
5021,AR,Clay County,2018,10993.57604,0.212188173,0.352,4.91438151,5.107797832,0.137398863,0.137,0.356,0.181,0.324076856,1
5023,AR,Cleburne County,2018,10079.28853,0.179926537,0.337,4.230966491,4.483847126,0.14391443,0.128,0.444,0.159,0.306582962,1
5025,AR,Cleveland County,2018,10443.2776,0.187917951,0.352,4.599309554,4.731522085,0.144217562,0.139,0.333,0.178,0.333016914,1
5027,AR,Columbia County,2018,10581.30849,0.214126724,0.342,5.055506628,4.895989825,0.136010155,0.134,0.361,0.235,0.374227578,1
5029,AR,Conway County,2018,9629.23195,0.210105613,0.379,4.791452043,4.852045873,0.140272985,0.147,0.339,0.189,0.340776863,1
5031,AR,Craighead County,2018,8936.008124,0.209694042,0.356,4.461792551,4.796595972,0.142584188,0.13,0.335,0.189,0.313895805,1
5033,AR,Crawford County,2018,8888.090882,0.20328025,0.339,4.621084651,5.056938927,0.155962647,0.122,0.297,0.152,0.341074744,1
5035,AR,Crittenden County,2018,11466.24792,0.240020462,0.404,5.038208686,4.997353262,0.134838644,0.152,0.367,0.258,0.363221869,1
5037,AR,Cross County,2018,10827.65858,0.21474148,0.394,4.914730173,4.87909998,0.134948968,0.141,0.39,0.206,0.343166855,1
5039,AR,Dallas County,2018,11204.87348,0.190786128,0.386,4.760620226,4.740606413,0.12609747,0.151,0.368,0.222,0.362940038,1
5041,AR,Desha County,2018,12780.32595,0.253866655,0.39,5.602074814,5.224990981,0.112553571,0.158,0.353,0.278,0.399532508,1
5043,AR,Drew County,2018,10636.65824,0.213900993,0.368,5.083486525,5.157668724,0.13623359,0.139,0.345,0.242,0.367783022,1
5045,AR,Faulkner County,2018,7414.741714,0.183114255,0.331,4.553624888,4.676949033,0.155622878,0.113,0.312,0.171,0.350515796,1
5047,AR,Franklin County,2018,10497.37703,0.206001871,0.326,4.783465682,5.016445091,0.145549511,0.146,0.365,0.172,0.326137279,1
5049,AR,Fulton County,2018,9907.389766,0.187657538,0.309,4.815086831,4.938639522,0.128914671,0.161,0.32,0.166,0.324842134,1
5051,AR,Garland County,2018,10376.04045,0.187929038,0.305,4.924583886,4.951510915,0.149214302,0.13,0.342,0.181,0.345616155,1
5053,AR,Grant County,2018,8632.959419,0.194291147,0.392,4.440331136,4.581733879,0.154171899,0.126,0.344,0.145,0.326307001,1
5055,AR,Greene County,2018,10591.63773,0.205660352,0.333,4.64013451,4.755053149,0.160517889,0.148,0.372,0.169,0.34811519,1
5057,AR,Hempstead County,2018,10172.57423,0.222699858,0.382,5.389129624,5.129821788,0.122893255,0.128,0.381,0.205,0.366749539,1
5059,AR,Hot Spring County,2018,11352.07962,0.19071672,0.353,4.681098738,4.669632346,0.157276204,0.131,0.351,0.177,0.320372944,1
5061,AR,Howard County,2018,9690.386683,0.226643248,0.349,5.279428469,5.0684896,0.12389351,0.145,0.341,0.184,0.363016981,1
5063,AR,Independence County,2018,9544.303144,0.208288283,0.364,4.94037633,4.846086794,0.146809221,0.131,0.315,0.175,0.351050094,1
5065,AR,Izard County,2018,9450.685588,0.213773482,0.337,4.775246018,4.853783207,0.136208471,0.166,0.347,0.175,0.344006695,1
5067,AR,Jackson County,2018,10749.21104,0.238464767,0.344,5.126287234,5.134750565,0.136239463,0.125,0.385,0.221,0.363411418,1
5069,AR,Jefferson County,2018,11255.12293,0.223609675,0.42,4.803793346,4.969323905,0.125500103,0.172,0.338,0.265,0.385844661,1
5071,AR,Johnson County,2018,7917.909243,0.217338026,0.376,5.115104718,5.11946266,0.146758017,0.129,0.325,0.158,0.329614385,1
5073,AR,Lafayette County,2018,12438.61288,0.206880855,0.382,5.135608445,4.921069423,0.118096641,0.158,0.411,0.24,0.376342074,1
5075,AR,Lawrence County,2018,11113.69184,0.212611228,0.324,4.921055913,5.058390057,0.139695246,0.147,0.405,0.187,0.323326262,1
5077,AR,Lee County,2018,10374.68102,0.259911223,0.391,5.450628751,5.065808672,0.129285154,0.14,0.359,0.276,0.400237254,1
5079,AR,Lincoln County,2018,8462.804354,0.22825743,0.365,4.893776231,4.73685131,0.152114096,0.121,0.35,0.217,0.362650372,1
5081,AR,Little River County,2018,10377.0972,0.204905284,0.376,4.893232973,4.985775247,0.132938881,0.138,0.366,0.189,0.363425687,1
5083,AR,Logan County,2018,11956.82517,0.20143171,0.391,4.757923096,4.782664427,0.147733116,0.151,0.344,0.169,0.340494639,1
5085,AR,Lonoke County,2018,9542.426518,0.185699747,0.381,4.199572756,4.296495396,0.159222234,0.138,0.319,0.147,0.340664844,1
5087,AR,Madison County,2018,9933.416743,0.217008612,0.347,4.95153542,5.058367392,0.147436198,0.128,0.353,0.152,0.355293378,1
5089,AR,Marion County,2018,10478.48612,0.199604161,0.331,4.925705288,4.958014866,0.130398091,0.143,0.333,0.159,0.361331328,1
5091,AR,Miller County,2018,9524.923177,0.214013643,0.337,4.760617559,4.779597964,0.134466621,0.115,0.377,0.204,0.368021832,1
5093,AR,Mississippi County,2018,12306.47096,0.223515743,0.415,5.234323506,5.211721067,0.133947819,0.166,0.397,0.257,0.37023407,1
5095,AR,Monroe County,2018,10246.92421,0.224451383,0.359,5.370008949,5.212431417,0.111678905,0.171,0.369,0.263,0.377188654,1
5097,AR,Montgomery County,2018,9227.703471,0.193663989,0.357,4.675109864,4.940937276,0.137556519,0.162,0.367,0.163,0.332646427,1
5099,AR,Nevada County,2018,11467.44136,0.243773886,0.356,5.507026847,5.290599791,0.111925745,0.143,0.326,0.222,0.363962702,1
5101,AR,Newton County,2018,7913.776739,0.207826897,0.318,4.915926378,5.043818373,0.129756728,0.135,0.324,0.157,0.326983985,1
5103,AR,Ouachita County,2018,12339.91304,0.208495432,0.363,5.098101507,5.097429196,0.12009991,0.144,0.332,0.239,0.377064809,1
5105,AR,Perry County,2018,9925.791708,0.198848194,0.365,4.718569672,5.005217073,0.151016863,0.134,0.319,0.157,0.323530433,1
5107,AR,Phillips County,2018,16423.12308,0.264576393,0.436,5.930734903,5.346253917,0.100250536,0.151,0.37,0.311,0.373770475,1
5109,AR,Pike County,2018,10845.2415,0.204754535,0.365,4.900389485,4.940091465,0.142917591,0.125,0.394,0.165,0.322081253,1
5111,AR,Poinsett County,2018,13025.87831,0.23048709,0.399,5.096772972,5.02248169,0.146996101,0.155,0.399,0.197,0.349095534,1
5113,AR,Polk County,2018,9199.04467,0.212636011,0.338,5.127150012,5.056142734,0.131302411,0.142,0.397,0.166,0.34073491,1
5115,AR,Pope County,2018,7582.014932,0.201203893,0.323,4.771063371,4.974356123,0.157618005,0.117,0.322,0.166,0.355887773,1
5117,AR,Prairie County,2018,8798.340004,0.204269029,0.371,4.850406569,4.968564719,0.136850759,0.149,0.377,0.187,0.341847905,1
5119,AR,Pulaski County,2018,9510.311496,0.18919265,0.323,4.379649308,4.640833859,0.160039902,0.131,0.28,0.205,0.351619077,1
5121,AR,Randolph County,2018,10820.32992,0.197431165,0.352,4.802434237,4.869914325,0.144774877,0.143,0.404,0.182,0.310370646,1
5123,AR,St. Francis County,2018,10304.87786,0.24609363,0.445,4.980362085,4.862233259,0.127332651,0.166,0.396,0.266,0.399250915,1
5125,AR,Saline County,2018,8147.306859,0.166181451,0.328,3.97121203,4.144281011,0.163360238,0.135,0.33,0.132,0.309534071,1
5127,AR,Scott County,2018,9144.002826,0.203679915,0.335,5.044202055,5.061402307,0.136251103,0.131,0.348,0.154,0.347368497,1
5129,AR,Searcy County,2018,10463.22331,0.200389343,0.363,4.776970764,5.032398931,0.132700873,0.147,0.375,0.171,0.31595125,1
5131,AR,Sebastian County,2018,8658.451096,0.218242171,0.348,4.829458306,4.837037442,0.140947593,0.124,0.292,0.172,0.328107369,1
5133,AR,Sevier County,2018,8934.314983,0.209476324,0.368,5.185963612,4.854098838,0.142776534,0.118,0.335,0.125,0.348797294,1
5135,AR,Sharp County,2018,10852.7754,0.216567555,0.371,5.174332734,5.161564551,0.127394191,0.15,0.315,0.182,0.341499167,1
5137,AR,Stone County,2018,11937.1368,0.209719266,0.346,5.31728527,5.330743387,0.131842105,0.146,0.364,0.182,0.338852888,1
5139,AR,Union County,2018,11550.19087,0.199856233,0.386,4.806915844,5.079226666,0.136056042,0.134,0.347,0.211,0.359899171,1
5141,AR,Van Buren County,2018,8677.224182,0.201660267,0.34,4.876575235,4.976285151,0.132773055,0.123,0.346,0.175,0.31235499,1
5143,AR,Washington County,2018,6831.053816,0.206897463,0.299,4.093646217,4.27567627,0.17577602,0.099,0.257,0.153,0.343056704,1
5145,AR,White County,2018,9762.501398,0.19405507,0.38,4.626966201,4.799000565,0.151622786,0.105,0.321,0.176,0.349718622,1
5147,AR,Woodruff County,2018,11909.64123,0.218737959,0.364,5.104526588,5.083225703,0.122311158,0.146,0.333,0.232,0.360618985,1
5149,AR,Yell County,2018,9562.517968,0.207738976,0.365,5.151573381,4.89148599,0.14168301,0.132,0.349,0.139,0.371369807,1
6001,CA,Alameda County,2018,4660.079355,0.106735327,0.189,3.050570055,3.345909087,0.195850252,0.082,0.167,0.143,0.334559771,1
6005,CA,Amador County,2018,6213.510819,0.11044437,0.253,3.348688458,3.595120876,0.191707224,0.091,0.182,0.14,0.301650401,1
6007,CA,Butte County,2018,7285.530455,0.141556177,0.254,4.016653352,4.147860252,0.189385845,0.093,0.199,0.179,0.316892569,1
6009,CA,Calaveras County,2018,7306.201415,0.117439912,0.258,3.438810976,3.683955947,0.18291472,0.098,0.194,0.138,0.308128617,1
6011,CA,Colusa County,2018,5746.529959,0.123601661,0.268,3.886364331,3.871948665,0.184138094,0.097,0.186,0.117,0.333276346,1
6013,CA,Contra Costa County,2018,4702.753091,0.104685674,0.242,3.16378102,3.403302166,0.162789093,0.093,0.177,0.12,0.316533259,1
6015,CA,Del Norte County,2018,8127.884267,0.151470641,0.245,4.025929997,4.076995583,0.192414382,0.086,0.188,0.178,0.325316103,1
6017,CA,El Dorado County,2018,5119.923696,0.109934512,0.187,3.356660912,3.738504263,0.22174813,0.076,0.172,0.128,0.30577217,1
6019,CA,Fresno County,2018,6961.006371,0.141818694,0.268,4.199334433,3.893113115,0.160947999,0.096,0.212,0.144,0.34755483,1
6021,CA,Glenn County,2018,7335.777921,0.140033058,0.27,4.16160668,4.080279614,0.176383182,0.081,0.211,0.133,0.340311112,1
6023,CA,Humboldt County,2018,8952.821923,0.152797772,0.275,4.155891863,4.279223942,0.203880968,0.08,0.162,0.182,0.321778816,1
6025,CA,Imperial County,2018,5655.238591,0.134329811,0.281,4.439603745,4.12036599,0.166223545,0.085,0.224,0.145,0.33771753,1
6027,CA,Inyo County,2018,6345.426271,0.118356183,0.239,3.47309076,3.832014225,0.188134162,0.094,0.202,0.13,0.319561156,1
6029,CA,Kern County,2018,7592.548046,0.161931405,0.316,4.057535422,4.081243352,0.194781733,0.088,0.236,0.134,0.369358562,1
6031,CA,Kings County,2018,5966.752169,0.145464502,0.259,4.15332132,3.840587503,0.191670884,0.072,0.197,0.138,0.350561305,1
6033,CA,Lake County,2018,11667.0154,0.154009775,0.263,4.19417095,4.371985908,0.170192815,0.103,0.192,0.179,0.321525063,1
6035,CA,Lassen County,2018,6416.001874,0.138560773,0.257,3.65573645,3.743691833,0.221075221,0.078,0.213,0.161,0.32818836,1
